UID,title,authors,keywords,sessions
P10-5,キャラクターの2面性を表出する発話の生成に関する検討,岩田伸治|伊原滉也|佐藤志貴|馬場惇|邊土名朝飛|山崎眞洋|塩塚勇気|吉本暁文,,P10:ポスター
P10-6,擬似選好チューニングによる対話応答のペルソナ一貫性向上,高山隼矢|大萩雅也|水本智也|吉川克正,,P10:ポスター
P10-7,メモと圧縮を用いた効率的なメモリモジュールを持つ対話システムの構築,谷口伊織|南泰浩,,P10:ポスター
P10-8,ユーザに適応する対話システムのためのLLMを用いた自我状態推定,掛川脩人|山田剛一|増田英孝,,P10:ポスター
P10-9,なりきり雑談システムを評価するためのキャライメージの評価者間一致に関する検証-４択クイズを用いた原作者とファンの比較-,連慎治|伊藤敏彦,,P10:ポスター
P10-10,語り手の発話の言い換えにより語りに傾聴を示す応答の生成,茂木光志|伊藤滉一朗|村田匡輝|松原茂樹,,P10:ポスター
P10-11,対話評価における参照応答集合の妥当性と言語モデルが出力する応答の多様性の関係,佐藤魁|吉野幸一郎|赤間怜奈|鈴木潤,,P10:ポスター
P10-12,状態遷移モデルおよび大規模言語モデルを用いた半構造化インタビューのモデル化,長谷川遼|花一傑|宇津呂武仁|橋本慧海|中野幹生|白松俊,,P10:ポスター
P10-13,AdPsyche: 広告心理学に基づく選好データセット,三田雅人|村上聡一朗|本多右京|岡達志,,P10:ポスター
P10-14,大規模言語モデルを用いたソフトウェア仕様書の用語チェック,金井健一郎|安部夏樹|加羽澤優|内出隼人|斉藤辰彦,,P10:ポスター
P10-15,誤りを経験して修正する：誤りデータの正例扱いによる対照学習,薛強|滝口哲也|有木康雄,,P10:ポスター
P10-16,対話に対する共感のアノテーションと共感制御可能な対話モデルの構築,鈴江万碧|堀尾海斗|折田奈甫|河原大輔,,P10:ポスター
P10-17,LLM ベースのマルチエージェントによる TRPG ゲームマスターシステムの実現,箕成侑音|上乃聖|李晃伸,,P10:ポスター
P10-18,適応的対話システムのための終盤の会話を予測する埋め込みモデルの構築,飯塚慎也|東中竜一郎,,P10:ポスター
P10-19,疑似対話データとPreferenceデータを用いたドメイン特化対話への日本語LLMチューニングの検証,山崎天|高山隼矢|佐藤京也|大萩雅也|吉川克正|水本智也,,P10:ポスター
P10-20,思考発話を利用した個人の発話及び性格特性再現,石倉誠也|山田寛章|平岡達也|山田広明|徳永健伸,,P10:ポスター
P10-21,対話システムにおける個人特性を考慮した破綻度合い推定,山田竜彰|坪倉和哉|入部百合絵|北岡教英,,P10:ポスター
P10-22,小説における台詞と口調，地の文を活用した台詞の発話者特定手法,岩本和真|安藤一秋,,P10:ポスター
P10-23,RAG を利用した傾聴応答生成の検証,松本奈々|安藤一秋,,P10:ポスター
P10-24,カウンセリングドメインに特化してfine-tuning を行ったLLMに対するActive Listening Skillの評価,三浦拓人|NatthawutKertkeidkachorn|小島治幸|白井清昭,,P10:ポスター
Q10-1,技能者インタビュー対話におけるコツ発話の表出に至った発話列の特徴の分析,樽谷洋希|YinJouHuang|松田思鵬|村脇有吾|黒橋禎夫|近大志|岡久太郎,,Q10:ポスター
Q10-2,異種属性の内容的特徴をハイパーグラフにより統合するエンティティ表現学習,西出隆盛|三輪誠,,Q10:ポスター
Q10-3,Hybrid-SET: 意味的類似性とセットカバレッジを考慮したfew-shot例選出手法,朱晨成|谷口友紀|大熊智子|嶋田和孝,,Q10:ポスター
Q10-4,固有表現候補の用語情報を取得するLLMを用いた固有表現抽出,与那覇竜馬|三輪誠,,Q10:ポスター
Q10-5,偏向LLMエージェントの協調による知識階層の誤り訂正,三島輝瑠|佐々木裕,,Q10:ポスター
Q10-6,日本の刑事事件を対象とした法律相談システム,中下咲帆|菊池英明|藤倉将平|則竹理宇,,Q10:ポスター
Q10-7,データセット間の関連性推定におけるメタデータの利用,伊藤滉一朗|松原茂樹,,Q10:ポスター
Q10-8,不動産情報抽出業務の効率化に向けた大規模言語モデルを用いたアンサンブル手法,齊藤佑太郎|叶内晨|松本健太郎|岩成達哉,,Q10:ポスター
Q10-9,視覚的質問応答による文書情報抽出における同時多項目推論,MengsayLoem|保坂大樹,,Q10:ポスター
Q10-10,半教師あり学習を用いた単語アライメントの改善,苗中濤|永田昌明|鶴岡慶雅,,Q10:ポスター
Q10-11,Cosine Similarity as Logits?: Few-shot Knowledge Graph Completion with Embedding Vectors of a Generative PLM and its Application in Knowledge Probing,TomoykiJinno|KazukiHayashi|YusukeSakai|HidetakaKamigaito|TaroWatanabe,,Q10:ポスター
Q10-12,地方議会の予算表を対象としたLLMによる表形式変換を用いたRAGの提案,前多陸玖|木村泰知,,Q10:ポスター
Q10-13,製造業ドメインにおける日本語LLMの性能調査,上原大暉|田中宏治|金井健一郎|内出隼人|伍井啓恭|斉藤辰彦,,Q10:ポスター
Q10-14,健康経営度調査テキストに対する定量評価およびレコメンドアルゴリズムの提案,林和希|參木裕之,,Q10:ポスター
Q10-15,LLM を用いた関係抽出のデータ拡張におけるデータ選定と利用方法の検討,小島大世|三輪誠,,Q10:ポスター
Q10-16,複数文章からの表生成における生成AIの利用と評価手法の比較,野田直哉|村田真樹,,Q10:ポスター
Q10-17,LLMを用いた交通分野固有表現抽出データセットの自動構築,井田龍希|西出隆盛|三輪誠,,Q10:ポスター
Q10-18,Sentence BERTを用いた源氏物語内の古今和歌集引用の検出,叶内琉聖|古宮嘉那子,,Q10:ポスター
Q10-19,デコーダモデルを用いた生物医学イベント抽出,金児一矢|三輪誠,,Q10:ポスター
Q10-20,小説のセリフを利用した登場人物に紐づく人間関係語の抽出,安田大朗|安藤一秋,,Q10:ポスター
Q10-21,固有表現抽出タスクの形式の学習と様々なドメインへの適用,石井奏人|新妻巧朗|田森秀明,,Q10:ポスター
Q10-22,診断のサマリー作成支援に向けた会話記録のトピック分類,橋本和磨|北出祐|辻川剛範|久保雅洋,,Q10:ポスター
Q10-23,生成AIを用いた単語間における類推,田代寛治|村田真樹,,Q10:ポスター
Q10-24,埋め込みモデルベースの教師なしキーフレーズ抽出における長文に対する抽出精度の改善,藤原知樹,,Q10:ポスター
Q10-25,ニュース記事中の企業名のEntity LinkingにおけるQuestion Answeringを用いた曖昧性解消,齋藤慎一朗|髙橋寛治,,Q10:ポスター
